	tweet	class
396	splurgb_ nothin life free bitches need write ya panties128557128514	1
397	stephencdo currieburry one bitches want burrito u catch potosino huh haha	1
398	talibanshawtyy niggas whole hoes cuz couldnt said better128588	1
399	theaveragerocks hardcore way eat mac cheese 1 boil water 2 snort cheese powder 3 drink boiling water 4 fuck bitches	1
400	thebravebird yourenotmytype fade perpetually fresher thats real ass bitch rite	1
401	thejudyann annoying bitch love httptco8oxlqvqbrc judyanns pretty	1
402	thotmouths httptcoaqkgorauxx lmao bitch got huggies	1
403	trestiffer hi bitch bitch bye bitch httptcorbcrxmrtqp	1
404	trutherbot look like bitch el_capacitor	1
405	hoiscoreyking chase money 128176 128581 hoes 128111 12817512817558399583995839958399	1
406	hooligan__ cant stand dont know want ass nigga 128564 bitch	1
407	iganzlad markycrumb gmail_shorts im way httptcomqczuxlbtt love chavhot sexy scally fucker	1
408	itmyrudeass newly gay bitches dont kno shit works	1
409	itmyrudeass bitch dont want real job become strippers lol lol	1
410	odaeeex3 awww meat meat feelinsi ainn n feelings bitch	1
411	odaeeex3 want snake bites industrial piercin amp tattoodem hoe accessories dea 1280641280641280569749	1
412	orldtraveis baby albino 128034 httptco2tytqj3fec meeeesh1395	2
413	orldwarzee_ hoes aint loyal	1
414	xoxoclauudia yassssss ordered chinese 128079 bitch ate tacos fat fuck	1
415	z0mbiedance made bitch lunch elizabethbatman bitches love lunch	1
416	brainer soon bitch gets rich political power views change political whores httptcoekepsjwcyu8221	1
417	pussy day keeps devil away doperthanyola	1
418	aint bitch mean	1
419	bitches want baby dont want children	1
420	bitch must lost 128514128514	1
421	baby like left side bitch cant cuz street side twitter said aint real	1
422	bae sounds like ghetto word use something else	2
423	batter wee cunt jewis cos fucked ex emma isnt battering girls ive nailedive moved onstop pussy n urself	1
424	bleed hoe alexa	1
425	boolin bando wit bitches	1
426	brownies brownie love movie 128517	2
427	need bad bitch thats hotter might realist shit partynextdoor ever said thats feelin everyday	1
428	way punch bitches	1
429	caesar home rt naewoodster 8220mjayskillz much bitch looks like lets start ape shit8221128557128557	1
430	chinese maverick communicating comrade u know giving imperialist yanks birdie	2
431	dad say hi snapchat dad 999665039999665039 duces bitch 128514128514128553128553	1
432	believe hoes fact loyal disagree believe fact loyalest bunchthese hoes	1
433	dont know ugly bitches dont know broke niggaskevin_gates	1
434	dont make make fall live nigga like meee birds 1amp2 favorite songs weeknd	1
435	dont worry nigga see worry nigga dont see dats da nigga fuckin yo bitch	0
436	dont ever give pussy away keep tight alright	1
437	dropped stack cause bitch im 1poloboy song called dope download mixtape httptcolacz1e6tg7	1
438	dumb bitches dumb things	1
439	eat pussy like real nigga hungry	1
440	eff lets go cripple httptcoksamx1jpfv	1
441	everything look better bitch next	1
442	facto shaunasayomi cares hoe ass looks like httptcocjdt987aqf	1
443	every bad bitch nigga tired fucking	1
444	foreign chick lie man bitch beautiful	1
445	fresh nigga kno need clean bitch kno im working cuz wan na see team rich httptcocgx3hnak9a	1
446	fuck 50 make rules suck dragon balls bitch call goku	1
447	generate ascii boxes nodejs see ability bring flappybird node via ascii tubes bird _ httptcolrjwdfhv7t	2
448	get shit bitch fine bear	1
449	get ass back detroit ya fuckin wigger	1
450	girls dated okay aint mad yo unless stabbed heart love hoe	1
451	know twitter password bitch please	1
452	seen shows seen hoes wasnt hot would thick	1
453	bitch hitting hoe 128514128514128514128514128514128514128514128514128514	1
454	married white woman lucky sumbitch uncle ruckus	1
455	wan na nigga im trinna savings account 128553 128514128557128514128557 omg imma funny ass bitch man thats real shit 128175	1
456	great grandmas hoeher grandmas hoeher moms hoe shes hoe long line hoes grandpa carl everyone	1
457	hey go look video man found kidnapped girls ohiowhat nigger shitmybosssays	0
458	hey pussy still	1
459	draft gungho folks send afghanistan war zones show httptcosr1zcehx	2
460	hotter bitch	1
461	u talking hoes bout bro n em talking hoes bout bro n em	1
462	crazy bitch hilarious	1
463	know shoes dirty fuck whatever bitch dont call like negro one first things look shoes dog	1
464	thrill billywith hillbilly heart billyraycyrus hahahahaha jesus murphy	2
465	call bitch makennam_	1
466	cant handle liquor bitches cant handle meeedd chief sosa	1
467	dont chase dudes chase bitches edgar bautista	1
468	dont love hoes baby forever	1
469	dont even need picture tamar bitch beat every picture128514128557128514128514128514	1
470	dont hoes 128564	1
471	found new way chug open mouth alot shitallysays	2
472	fucking hate bitch much wan na smack face tongue kiss	1
473	got bitch set like jada picketqueen latifah riding round nieces bitch titi	1
474	got sister told stop calling women bitches	1
475	guess night bitches die stewie nigga	1
476	bitch bitch bitch eating halibut iamyoungroc freshrhymes jerksquad slowstir	1
477	ladylove shes married still wan na bang wont sex bitch troubadour probably	1
478	heard looking candy man bitch	1
479	hope dont get mad ladies call bitches bitches bc dont know names individually katt williams letmicahdown	1
480	got number 3 im bitch boy	1
481	know shit eatin grin either fucked girl dreams sold car know youre faggot whatd sell128514	1
482	older men cause theyre mature supposed fool us bitch	1
483	prolly leave bitch cups hand yo hand hand	1
484	said dont like tastes like wolf pussy even know tastes like	1
485	taught eat pussy cut hair taught eat pussy hair128514 name movie 128514	1
486	used dress like cop oh really yeahright 911mad pussy really yesill never forget	1
487	went jail flock amp came home wit strike went jail bitch came home dike yg	1
488	fuck u u stand u dizzy bitch two unique amp separate phrases overheard relative saying younger	1
489	woke like thi bitch go back bed	1
490	would rather call bitch sir manager	1
491	ill beat pussy hard	1
492	ill slit throatneck httptcochffsdeddd	2
493	im funky ass honkey jtimberlake shout macklemore tonight cabaret 128514 jt2020tour	1
494	im comparing kfc pussy maxon_maxoff5	1
495	im downloading new personality ordering new face bitch love goddamn axl rose yelling sex robot	1
496	im feelin like malcolm middle bitches surround cant miss em	1
497	im gon na piss dimple soni99a_ stop wasting prayers trash teams lol	1
498	im probably main bitch chocolate dipped cinnamon apple	1
499	im sick shit man jonniesantana sit bitch ass im fed bro rt 80sbaby4life geno threw yet another pick smh	1
500	im sorry fucked yo bitch really dig nigga kingl	1
501	ibs irritable bitch syndrome	1
502	love hide yo bitch youll keep shorty izkhalifa	1
503	talk back aint getting pussy httptcovgnwcfgvsj	1
504	youre bad bitch put hands high every girl room starts waving hands around	1
505	imma tie bitch basement donkeyfuck ass two weeks straight hahahahahahahahaha 50centmovie beforeiselfdestruct	1
506	mind got ta dumb hoe anthem	1
507	albino mexican dad hes asian	2
508	takes true directioner accept larry know bitch fans like make boys cry thankyoupaulforconfirminglarry	1
509	allegations u bedroom u see words naive amp blind bitch know ur husband cheated u ramona dumb	1
510	never late tag bitch cyfyre	1
511	dykes hunter dyke dyke httptcolgtw3awmeh	1
512	julia roberts youre ho laurengardner8 nottinghill	1
513	follow yellow brick twitter	2
514	lmfaoooooooooooooooooo bb_brooks pussy good mama don8217t like guess got ta go823082308230my mama	1
515	lol cripple wendy davis rt mailonline scientists create remotecontrolled chick study shy penguins httptcomt3b09slod	2
516	lets nips ahoy spank maybe	1
517	lets kill cracker babies wtf hear wow	0
518	like correct im wrong doesnt pimpin involve smackin bitches money	1
519	lmao blackbeauty515 128514128514 rt 80sbaby4life pound cake look like pussy 128514 httptcoufywcc9xci	1
520	lmao swilla_lo drose adidas lighter phone shit retarded	1
521	mam ren233e doet haar rol net ze ongesteld wat ongesteld van dat soort vragen waar je denkt hoe leg ik die weer uit	2
522	maybe wants friend maybe shes stupid bitch never know make cum 128514128514128514	1
523	mine plays dmx kirk franklin smh _justcallmebrit well neighbors ghetto get like 5am beat kids	2
524	grandma used call porch monkey time come think refer broken bottle nigger knife 128563	0
525	momma told tell mind yoooo damn motha fuckin business 22 knowin bitch	1
526	nips freeeeezingand thats okay theyre slicing bra 128514	1
527	twitter hacked im pussy admit said want act like never said	1
528	nah girl aint gon able make tight since russ loss job back like damn bitch really	1
529	nah nomeek_justmilz 128514128514128514128514 yo thought some1 photoshopped face faggot smmfhi hate yall httptco5e2fkq3q2t	0
530	new flame song yr lol bitch super run like	1
531	niggas always yelling fuck bitches get money meanwhile theyre broke still want bitches8230	1
532	niggas pressed pussy eeeeeen nothin	1
533	bitches nan	1
534	boats hoes please thanks mom	1
535	ovo 8220allthingsfresh3 amp kendrick lamar still trash8221	2
536	top pregnant ass sorry hoe aint never got money even water broke talltrappin88 riptallt	1
537	couple red sox gotten past first base im dying laughing maybe yanks need teach game	2
538	people time aryan race 2 stand say mongerls turn world ghetto slum 1488	0
539	pistol whip dickau shoot yo bitch club sometimes freestyles freestyles im okay	1
540	rt please thanks bmorepocahontas pierced pussy come across timeline 128528	1
541	remy machiavelli send shots ya belly 128553 bitch 9994	1
542	roberto one nasty hoe	1
543	sorry jb fan65292really justin come back top comment justin timberlake video 10 million views son fucking bitch	1
544	searching incredible story 1 white mans quest find ingredients necessary make caribbean jerked chicken redneck land	1
545	selling soul material wishes fast cars bitches tupac smile remix	1
546	shake bear aka two rednecks sex dead bear	1
547	shall compare thee summer8217s day summer8217s day bitch	1
548	got ta shape pussy lips tho postprettypussy whole wheat organic pussy httptcokq0r0a7z2g	1
549	said wigga man richtake durag httptcojb7j3zsbam	1
550	bitch anyway	1
551	shes florida youve got sniff test swamp pussies 128514128514128514128514128514128514128514128514128514128514128514128514128553128514128514128514128514128514128514128514128514128514	1
552	slow fuck bitch know live classy young lady	1
553	hes good football playerbut still acts like nig	1
554	stop pussy son shove needle heart afterearth	1
555	stop looking us go eat pussy yuppie fucks	1
556	takin straight dirt finger pussy know put dick xernee18	1
557	aint bro moves thats hoe moves	1
558	girl plain looking borderline ugly amp chunky hey least shes got nice smile amp great personality	1
559	devil grows inside hearts selfish wicked white brown yellow black color restricted	2
560	water isnt yellow im healthy student	2
561	hoes aint loyal	1
562	hoes keep callin aint pickin up127926127926	1
563	sour apple bitter bitches im fuckin wit em	0
564	faggots jonniesantana orioles petty fuckgot swept outta bitch	1
565	ghetto ass bands gets snuck 128514128514128514128514	1
566	division trash nomeek_justmilz saints gon win nfc southwatch	2
567	fans waited bitch niggas hated old hoes dated look mama we8230 httptcosnry6a7vyb	1
568	ghetto motherfuckers missy elliott	1
569	recipe calls leftover brownie hell leftover brownie thats brownie havent eaten yetericanadine26	2
570	ratchet broads dont represent white ass cant talk trash cause racist shit black	1
571	trust noneeee bitch dont	1
572	twitter twitter bitch twitter life	1
573	two roads diverged yellow wood chose one j246tunheimr robert frost giant	2
574	u got 200k bitch niggaal haymon antonio tarver	1
575	uhuh empty heart empty bottle yellow cab would like catch cuz yo latest ex made u mad	1
576	used girlfriend got hoes lookin good girl fuckin low	1
577	virgin pussy regular pussy oomf pussy _________________________	1
578	whaaaaaat lmaooo cromotoasted creepgoddess thats luv u fat bitches cuz yall got big ole titties phat booties	1
579	walked bitch like nigga made	1
580	hate niggers hate faggots hate spicskkk rally	0
581	queer 2 4 6 hut like butt	0
582	well bitch biology said 128514128514128514	1
583	betysweetcocker got ta report spam rt 80sbaby4life ladies rt head game better pussy	1
584	im done hoe pass squad g	1
585	fuck callin jiggaboo nigga	0
586	people think gay marriage okay beyond sorry dont want future son seeing 2 fags walking street holding hands	0
587	u little bitch chris aint six bitch allisons mom	1
588	would want play pussy jimmyfallon dead snl	1
589	would wan na green ranger hes evil duh bitch	1
590	would want pussy side burns thats good question _hy0ung hahahahaha 128514	1
591	shank bitch ceviche	1
592	work tydollasign gets rough days hahaha hoes	1
593	wow bitch yes thats already established anything else say	1
594	yall forget brand new baby girl home bitch cookies burning	1
595	yah said word mtzraymegyptians people ysrahal inheritance kushiteethiopians	2
596	yaoooooooo yea_im_jamaican mawnin yardies 128154128155128536	2
597	yo bitch horn tryna shoot porn kingl thats shirt worthy tony	1
598	yo sublet pussy shitfahdsays	1
599	yo feet smell like puss 128514128557 whut like flowers bitch 1285141285579995128553 omg	1
600	yo mama bitch rt theacetjshow one sentence ended relationship	1
601	aint gunna shit spear chucker	0
602	aint bitch favorite response long texts	1
603	yo boys pussy cats	1
604	cunt	1
605	pull pussy dodge collect panties alright stormy jake 128514128514128514	1
606	take someone ghetto cant take ghetto	1
607	dont like us colored folks hell youre colored white fucks 128514128514128514128514	1
608	got hella hoes httptcozn1a0gstpc	1
609	hit lights line toco bell 2 morning dianas back house miracle charlie dianaaaxo	2
610	look cute today really helll swerve hoe	1
611	look like little birds help get dressed morning	2
612	ol trout mouth ass bitch deeeeaaaadd	0
613	talk like fag shits retarded thats cool scro lots tards living total kickass lives	1
614	took land could make retarded diapers sureuse imagecool redskins nfl concussion jokes	1
615	youre garden rose bitch weed	1
616	youre fucked shit dumb ass cunt go post pictures flat ass titties ig slut	1
617	queer 128530128530128530128530	1
618	homeboy looking bad giving cash hoes	1
619	teeth like stars aww thanks yeah yellow far away	2
620	yup fuck em aloha_hoesss playing like trash rt 80sbaby4life clippers dont wan na play lol	1
621	aint time hoes get lol arianas mom says us	1
622	bitches chellyhernandez	1
623	ayo even kill handicapped crippled bitcheslook scalp real close youll see triple sixes	0
624	bitch freak shit	1
625	bitch vagina little resilient rosestokoe	1
626	love nah bitch aint love	1
627	pussy root drama attribute put head mama	1
628	call keyshawn johnson cause im catchin erry hoe	1
629	captain save hoe annoying phrase	1
630	day judgement everybody gon na looking big jumbotron watching fuck majjinn buu bitch	1
631	dont let side bitch settle might headbutt evelyn	1
632	dont show bitch unless look like dolly parton	1
633	fuck pussy ass hater go suck dick die quick someone youtube comments think wed good friends	0
